place_id,name,address,lat,lng,distance_miles,facility_size_acres,building_count,bay_count,trucks_visible,trailers_visible,cleanliness_score,building_condition,has_signage,has_fencing,lot_organized,facility_type,analysis_notes,image_path,analyzed_at
ChIJGYpqSOsNaYgR18t9ESiig-s,"Vander Haag's, Inc.","405 MacLean Ave suite 5d, Louisville, KY 40209, USA",38.176051099999995,-85.7501115,2.3,3.5,2,6,5,3,7,6,False,False,True,parts_warehouse,"The facility appears to be a parts warehouse with some truck and trailer parking. The lot is relatively organized. The building condition is average, with some visible wear on the roof.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJGYpqSOsNaYgR18t9ESiig-s.jpg,2026-03-30T15:51:12.462104
ChIJq4huW7RyaYgRuiAdZFWZOT4,Republic Diesel Inc,"305 E College St, Louisville, KY 40203, USA",38.2430431,-85.74958160000001,2.4,2.5,3,8,0,0,5,6,False,False,False,repair_shop,The facility appears to be a truck repair shop with multiple service bays. The lot is somewhat cluttered with materials and the building condition is average. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJq4huW7RyaYgRuiAdZFWZOT4.jpg,2026-03-30T15:51:15.580940
ChIJAUUTWuISaYgRlxKXzKftXGo,Soran's Truck Repair Inc.,"3821 Fitzgerald Rd, Louisville, KY 40216, USA",38.213448799999995,-85.80653939999999,2.6,2.5,3,6,5,10,5,6,False,False,False,repair_shop,The facility appears to be a truck repair shop with a moderate amount of truck and trailer parking. The lot is not very organized and there is no visible fencing. The building condition is average.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJAUUTWuISaYgRlxKXzKftXGo.jpg,2026-03-30T15:51:19.359938
ChIJ4_3DhB0TaYgRnJu4IG9NADY,"Pendleton Trailer Services, Inc","3820 Fitzgerald Rd, Louisville, KY 40216, USA",38.213583799999995,-85.807142,2.6,2.5,5,10,0,20,6,6,False,False,True,storage_yard,"This facility appears to be primarily a trailer storage yard. There are several buildings, some of which have service bays. The lot appears somewhat organized, but not pristine. No trucks are visible, but many trailers are present.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ4_3DhB0TaYgRnJu4IG9NADY.jpg,2026-03-30T15:51:22.432344
ChIJVVVVVVkLaYgRfXkcyuXZNxU,SHOATS TIRES,"2323 Ralph Ave, Louisville, KY 40216, USA",38.2069586,-85.8072275,2.6,3.5,3,10,15,20,5,6,False,False,False,service_center,This facility appears to be a truck service center with a large lot for parking trucks and trailers. The lot is not very organized and the building condition is average. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJVVVVVVkLaYgRfXkcyuXZNxU.jpg,2026-03-30T15:51:25.631639
ChIJ-VXXaLkTaYgRkBrZB3o-f8k,Depot Connect International (PSC),"3837 Fitzgerald Rd, Louisville, KY 40216, USA",38.2123894,-85.8066094,2.6,2.5,4,0,0,6,6,6,False,False,False,storage_yard,The facility appears to be primarily a storage yard for trailers and some equipment. The lot is not very organized and the building conditions are average. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ-VXXaLkTaYgRkBrZB3o-f8k.jpg,2026-03-30T15:51:28.895926
ChIJz21YkTvs_SgR2JnN_xaweS8,Leo's Towing & Recovery,"715 S Jackson St, Louisville, KY 40203, USA",38.244223999999996,-85.745479,2.6,0.7,2,3,0,0,5,6,False,True,False,service_center,"The facility appears to be a towing and recovery service center. There are two buildings on the property, one of which has service bays. The lot appears somewhat cluttered with various vehicles and equipment.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJz21YkTvs_SgR2JnN_xaweS8.jpg,2026-03-30T15:51:31.842789
ChIJxyyc1spzaYgRKPloeD03Zdk,Louisville Truck and Auto Sales,"535 E Broadway, Louisville, KY 40202, USA",38.2453374,-85.7437858,2.7,1.2,5,10,15,0,6,6,False,False,True,dealer,"The facility appears to be a used truck dealership. There are several trucks parked on the lot. The lot appears somewhat organized, but not pristine. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJxyyc1spzaYgRKPloeD03Zdk.jpg,2026-03-30T15:51:35.742997
ChIJ-ZllU8lyaYgRnL6waYmHTHo,Meineke Car Care Center,"701 E Broadway, Louisville, KY 40202, USA",38.245221,-85.74113299999999,2.7,0.6,1,4,0,0,6,6,False,False,True,service_center,"The facility appears to be a Meineke Car Care Center. There are several service bays visible. The lot is relatively organized, but the building condition appears to be average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ-ZllU8lyaYgRnL6waYmHTHo.jpg,2026-03-30T15:51:39.172603
ChIJNUqmFM5yaYgRI4LbAsHjTtQ,Medley's Auto Truck Repair & Service,"633 S Campbell St, Louisville, KY 40204, USA",38.245351299999996,-85.7371833,2.8,1.2,3,6,0,0,6,6,False,False,True,repair_shop,"The facility appears to be a truck repair shop with multiple service bays. The lot is relatively organized, but the building condition is average. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJNUqmFM5yaYgRI4LbAsHjTtQ.jpg,2026-03-30T15:51:42.544519
ChIJUVt9Ru4NaYgRPMQfp12S8Wc,Global Parts - Traction,"4343 Sanita Ct, Louisville, KY 40213, USA",38.191833800000005,-85.712105,2.8,5.5,3,15,0,75,6,7,False,False,True,parts_warehouse,"This facility appears to be a parts warehouse, primarily storing trailers. The lot is fairly organized with rows of trailers. There is no visible signage or security fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJUVt9Ru4NaYgRPMQfp12S8Wc.jpg,2026-03-30T15:51:45.828855
ChIJ6U1AN1kMaYgRhkBnMPtY1Sg,SelecTrucks of Louisville,"4341 Sanita Ct, Louisville, KY 40213, USA",38.192672699999996,-85.7110076,2.8,3.5,2,8,15,12,7,7,False,False,True,dealer,"This facility appears to be a commercial truck dealership. The lot is mostly organized with trucks and trailers parked in rows. There are two buildings, one with multiple service bays, suggesting repair services are offered.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ6U1AN1kMaYgRhkBnMPtY1Sg.jpg,2026-03-30T15:51:49.065827
ChIJW1eE314MaYgRGTpv2TP7e8I,Ascendance Truck Centers,"4300 Poplar Level Rd, Louisville, KY 40213, USA",38.193675899999995,-85.7089233,2.9,4.5,1,15,10,8,7,7,False,False,True,service_center,"The facility appears to be a truck service center with a large building and multiple service bays. The lot is relatively organized with designated parking areas for trucks, trailers, and cars. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJW1eE314MaYgRGTpv2TP7e8I.jpg,2026-03-30T15:51:53.881927
ChIJJdmdPY4TaYgRMTK8LwLLc0U,Lua Truck Solution,"3030 Millers Ln, Louisville, KY 40216, USA",38.213409600000006,-85.814903,3.0,3.5,3,6,2,10,5,6,False,False,False,storage_yard,The facility appears to be a storage yard with several trailers and trucks parked on the lot. The lot is not very organized and there is no visible signage or fencing. The buildings appear to be in fair condition.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJJdmdPY4TaYgRMTK8LwLLc0U.jpg,2026-03-30T15:51:57.469232
ChIJjQpHyNVyaYgReEr_nitFXcQ,Smith Imported Car Service,"1250 E Broadway, Louisville, KY 40204, USA",38.2430904,-85.7274265,3.0,1.5,3,0,0,0,6,6,False,False,True,other,"The facility appears to have multiple buildings and a parking lot. There are no trucks or trailers visible. The lot seems relatively organized, but the building condition is average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJjQpHyNVyaYgReEr_nitFXcQ.jpg,2026-03-30T15:52:00.776567
ChIJ15mkX14MaYgRc1CqODB4oLs,Kenworth of Louisville | Palmer Trucks,"4330 Poplar Level Rd, Louisville, KY 40213, USA",38.1925331,-85.7072219,3.0,4.5,2,15,20,5,7,7,True,False,True,dealer,"This facility appears to be a Kenworth dealership with a service center. The lot is mostly organized with designated parking. There are a number of trucks and trailers on the lot, indicating active sales and service operations.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ15mkX14MaYgRc1CqODB4oLs.jpg,2026-03-30T15:52:04.322479
ChIJlWcYS9kNaYgRGv3bb-jBuK4,"Elite R Fleet & Equipment Repair, LLC","1821 Taylor Ave, Louisville, KY 40213, USA",38.2011907,-85.70340949999999,3.1,3.5,3,5,10,15,4,6,False,False,False,repair_shop,The facility appears to be a truck and equipment repair shop with a large number of trucks and trailers parked on the lot. The lot appears somewhat disorganized and cluttered. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJlWcYS9kNaYgRGv3bb-jBuK4.jpg,2026-03-30T15:52:07.613405
ChIJNYgAC1ptaYgRSN1-f7MrhqE,Lasco Truck Parts,"530 S 13th St, Louisville, KY 40203, USA",38.25133890000001,-85.7731781,3.1,3.5,2,10,3,0,6,7,False,False,True,parts_warehouse,"The facility consists of two large warehouse buildings with multiple bays, suggesting a parts warehouse or distribution center. The parking lot appears organized, and the buildings are in decent condition. No visible signage or security fencing is present.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJNYgAC1ptaYgRSN1-f7MrhqE.jpg,2026-03-30T15:52:11.057830
ChIJlzePdlptaYgRXx_z09VKE0Q,Louisville Auto Spring,"530 S 13th St, Louisville, KY 40203, USA",38.251373199999996,-85.77299490000001,3.1,2.5,2,15,5,3,6,7,False,False,True,repair_shop,"This facility appears to be a truck repair shop with multiple service bays. There are several trucks and trailers parked on the lot. The lot appears to be somewhat organized, but there is no visible signage or security fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJlzePdlptaYgRXx_z09VKE0Q.jpg,2026-03-30T15:52:14.379771
ChIJhZ4HwtMTaYgRqwu0TvkFo5I,Box truck repair shop,"3811 Cane Run Rd, Louisville, KY 40211, USA",38.2143027,-85.8186041,3.2,2.5,3,6,0,0,6,6,False,True,False,repair_shop,"The facility has three buildings and a fenced perimeter. There are several service bays visible, suggesting a repair shop. The lot appears somewhat unorganized and there are no trucks or trailers visible in the lot.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJhZ4HwtMTaYgRqwu0TvkFo5I.jpg,2026-03-30T15:52:17.627632
ChIJj4MAW4oMaYgRgcCsS3SsKRA,"All-State Ford Truck Sales, LLC.","1357 Gardiner Ln, Louisville, KY 40213, USA",38.197863,-85.7023062,3.2,8.5,4,20,100,50,7,7,False,True,True,dealer,"This facility appears to be a commercial truck dealership with a large inventory of trucks and trailers. The lot is generally organized with dedicated parking areas. There is security fencing around the perimeter, but signage is not visible from the satellite imagery.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJj4MAW4oMaYgRgcCsS3SsKRA.jpg,2026-03-30T15:52:21.044963
ChIJ6-AayV8NaYgRT9RaxsduOlM,"All-State Ford Truck Sales, LLC. Service","1357 Gardiner Ln, Louisville, KY 40213, USA",38.1974978,-85.70292620000001,3.2,8.5,4,15,75,50,7,7,False,True,True,dealer,"This facility appears to be a truck dealership with a large inventory of trucks and trailers. The lot is generally organized, and the buildings appear to be in decent condition. There is security fencing around the perimeter.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ6-AayV8NaYgRT9RaxsduOlM.jpg,2026-03-30T15:52:24.341249
ChIJMW2CYRcTaYgR57ofoq12iz0,National Tank Services,"3710 Cane Run Rd, Louisville, KY 40211, USA",38.2171108,-85.81764059999999,3.2,6.5,2,10,5,35,6,7,False,True,True,service_center,The facility appears to be a service center for tank trucks and trailers. There are a number of trailers parked in organized rows. The lot is mostly clean and the building appears to be in decent condition.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJMW2CYRcTaYgR57ofoq12iz0.jpg,2026-03-30T15:52:28.117231
ChIJK3ExsaRyaYgRZqk53TybATk,Kentucky International Convention Center,"221 S 4th St, Louisville, KY 40202, USA",38.255079099999996,-85.7566937,3.2,2.5,1,0,0,0,8,8,False,False,False,other,"The facility appears to be the Kentucky International Convention Center. There are no visible trucks or trailers, and no loading bays are apparent from the satellite imagery. The building appears to be in good condition.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJK3ExsaRyaYgRZqk53TybATk.jpg,2026-03-30T15:52:31.598253
ChIJ0QOoWdUTaYgRBZfZxkvkHN8,R&P Truck Service LLC,"3306 Camp Ground Rd, Louisville, KY 40211, USA",38.21497,-85.81958209999999,3.3,4.5,5,10,8,15,5,6,False,False,False,repair_shop,"This facility appears to be a truck repair shop with some storage. There are multiple buildings, some with service bays, and a number of trucks and trailers parked on the lot. The lot appears somewhat disorganized and lacks fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ0QOoWdUTaYgRBZfZxkvkHN8.jpg,2026-03-30T15:52:34.874559
ChIJGcATe-4TaYgR8j4JEIYSxbE,"The Trio Truck & Trailer Service-24/7 Road Service Louisville,KY","2202 Walrich Dr, Louisville, KY 40211, USA",38.2197421,-85.8192304,3.3,6.5,1,15,15,50,5,6,False,False,True,service_center,"This facility appears to be a truck and trailer service center with a large storage yard. The lot is mostly organized with trailers parked in rows. The building is in fair condition, but the overall cleanliness of the lot could be improved.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJGcATe-4TaYgR8j4JEIYSxbE.jpg,2026-03-30T15:52:38.279225
ChIJU6mZyW9zaYgRi37CHBGJ7mQ,Axion Towing,"210 E Main St, Louisville, KY 40202, USA",38.255393999999995,-85.7493483,3.3,0.8,6,0,0,0,5,6,False,False,False,other,"The facility appears to be a collection of connected buildings, possibly used for warehousing or light industrial purposes. There is no visible signage or fencing, and the lot appears somewhat disorganized. No trucks or trailers are visible in the lot.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJU6mZyW9zaYgRi37CHBGJ7mQ.jpg,2026-03-30T15:52:42.533465
